loss,delay,fast_recovery,md5_hash,ttc
4.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0029299259185791016
4.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004242897033691406
4.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0032515525817871094
4.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002665281295776367
4.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002840280532836914
4.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0029916763305664062
4.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.008110523223876953
4.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003936767578125
4.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003962039947509766
4.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.004239797592163086
4.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0026557445526123047
4.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002657651901245117
4.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.003317117691040039
4.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.007438182830810547
4.5,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0038537979125976562
4.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.014933347702026367
4.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0046100616455078125
4.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003550291061401367
4.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.002889394760131836
4.5,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003748655319213867
5.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0036411285400390625
5.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0024051666259765625
5.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.006389141082763672
5.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.0028297901153564453
5.0,20,True,d41d8cd98f00b204e9800998ecf8427e,0.006781578063964844
5.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.005378246307373047
5.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.005638837814331055
5.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003700733184814453
5.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.011740684509277344
5.0,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0030395984649658203
